CP,Estado,Municipio,Tipo de Asentamiento,Asentamiento,Clave de Oficina
7859,Ciudad de México,Gustavo A. Madero,Colonia,Ampliación Mártires de Río Blanco,7001
7860,Ciudad de México,Gustavo A. Madero,Colonia,La Joyita,7001
7860,Ciudad de México,Gustavo A. Madero,Colonia,Tablas de San Agustín,7001
7869,Ciudad de México,Gustavo A. Madero,Colonia,Belisario Domínguez,7001
7870,Ciudad de México,Gustavo A. Madero,Colonia,Guadalupe Insurgentes,7001
7870,Ciudad de México,Gustavo A. Madero,Colonia,Vallejo,7001
7880,Ciudad de México,Gustavo A. Madero,Colonia,Mártires de Río Blanco,7001
11610,Ciudad de México,Miguel Hidalgo,Colonia,Manuel Avila Camacho,11801
11619,Ciudad de México,Miguel Hidalgo,Equipamiento,Campo Militar 1,53001
11650,Ciudad de México,Miguel Hidalgo,Colonia,Reforma Social,11801
11700,Ciudad de México,Miguel Hidalgo,Colonia,Bosque de las Lomas,11801
11800,Ciudad de México,Miguel Hidalgo,Colonia,Escandón I Sección,11801
11800,Ciudad de México,Miguel Hidalgo,Colonia,Escandón II Sección,11801
11810,Ciudad de México,Miguel Hidalgo,Colonia,16 de Septiembre,11801
11820,Ciudad de México,Miguel Hidalgo,Colonia,América,11801
11830,Ciudad de México,Miguel Hidalgo,Colonia,Daniel Garza,11801
11840,Ciudad de México,Miguel Hidalgo,Colonia,Ampliación Daniel Garza,11801
11850,Ciudad de México,Miguel Hidalgo,Colonia,San Miguel Chapultepec I Sección,11801
11850,Ciudad de México,Miguel Hidalgo,Colonia,San Miguel Chapultepec II Sección,11801
11860,Ciudad de México,Miguel Hidalgo,Colonia,Observatorio,11801
11870,Ciudad de México,Miguel Hidalgo,Colonia,Tacubaya,11801
11910,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Bezares,11801
11920,Ciudad de México,Miguel Hidalgo,Colonia,Real de las Lomas,11801
11930,Ciudad de México,Miguel Hidalgo,Colonia,Lomas de Reforma,11801
11950,Ciudad de México,Miguel Hidalgo,Colonia,Lomas Altas,11801
12000,Ciudad de México,Milpa Alta,Barrio,La Concepción,12001
12000,Ciudad de México,Milpa Alta,Barrio,La Luz,12001
12000,Ciudad de México,Milpa Alta,Barrio,Los Ángeles,12001
12000,Ciudad de México,Milpa Alta,Barrio,San Mateo,12001
12000,Ciudad de México,Milpa Alta,Barrio,Santa Cruz,12001
12000,Ciudad de México,Milpa Alta,Barrio,Santa Martha,12001
12000,Ciudad de México,Milpa Alta,Colonia,Villa Milpa Alta Centro,12001
12070,Ciudad de México,Milpa Alta,Barrio,San Agustin,12001
12080,Ciudad de México,Milpa Alta,Pueblo,San Agustin Ohtenco,12001
12100,Ciudad de México,Milpa Alta,Barrio,Cruztitla,12001
12100,Ciudad de México,Milpa Alta,Barrio,Tecaxtitla,12001
12100,Ciudad de México,Milpa Alta,Barrio,Tenantitla,12001
12100,Ciudad de México,Milpa Alta,Barrio,Xaltipac,12001
12100,Ciudad de México,Milpa Alta,Barrio,Xochitepec,12001
12110,Ciudad de México,Milpa Alta,Colonia,Emiliano Zapata,13611
12110,Ciudad de México,Milpa Alta,Colonia,La Conchita,13611
12200,Ciudad de México,Milpa Alta,Barrio,Nochtla,12001
12200,Ciudad de México,Milpa Alta,Barrio,Ocotitla,12001
12200,Ciudad de México,Milpa Alta,Barrio,Panchimalco,12001
12200,Ciudad de México,Milpa Alta,Barrio,Tula,12001
12250,Ciudad de México,Milpa Alta,Pueblo,San Bartolomé Xicomulco,12001
12300,Ciudad de México,Milpa Alta,Pueblo,San Salvador Cuauhtenco,12001
12400,Ciudad de México,Milpa Alta,Barrio,Centro,12001
12400,Ciudad de México,Milpa Alta,Barrio,San Juan,12001
12400,Ciudad de México,Milpa Alta,Barrio,San Miguel,12001
12410,Ciudad de México,Milpa Alta,Barrio,Chalmita,12001
12500,Ciudad de México,Milpa Alta,Pueblo,San Lorenzo Tlacoyucan,12001
12600,Ciudad de México,Milpa Alta,Pueblo,San Jerónimo Miacatlán,12001
12700,Ciudad de México,Milpa Alta,Pueblo,San Francisco Tecoxpa,12001
12800,Ciudad de México,Milpa Alta,Pueblo,San Juan Tepenahuac,12001
12910,Ciudad de México,Milpa Alta,Barrio,La Lupita Teticpac,12001
12920,Ciudad de México,Milpa Alta,Barrio,San Marcos,12001
12930,Ciudad de México,Milpa Alta,Barrio,San Miguel,12001
12940,Ciudad de México,Milpa Alta,Barrio,San José,12001
12950,Ciudad de México,Milpa Alta,Barrio,La Lupita Xolco,12001
13000,Ciudad de México,Tláhuac,Barrio,La Asunción,13011
13010,Ciudad de México,Tláhuac,Colonia,Santa Cecilia,13011
13020,Ciudad de México,Tláhuac,Colonia,San José,13011
13030,Ciudad de México,Tláhuac,Barrio,San Juan,13011
13040,Ciudad de México,Tláhuac,Barrio,San Mateo,13011
1000,Ciudad de México,Álvaro Obregón,Colonia,San Ángel,1001
1010,Ciudad de México,Álvaro Obregón,Colonia,Los Alpes,1001
1020,Ciudad de México,Álvaro Obregón,Colonia,Guadalupe Inn,1001
1030,Ciudad de México,Álvaro Obregón,Pueblo,Axotla,1001
1030,Ciudad de México,Álvaro Obregón,Colonia,Florida,1001
